target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3
HTH_38	PF13936.6	44	EHFDMAAI_00018	-	186	0.0052	16.5	0.3	1	2	1.2	1900.0	-1.3	0.2	9	21	125	137	123	137	0.87
HTH_38	PF13936.6	44	EHFDMAAI_00018	-	186	0.0052	16.5	0.3	2	2	1.4999999999999999e-05	0.025	14.3	0.0	3	38	142	177	141	180	0.94
CENP-B_N	PF04218.13	53	EHFDMAAI_00018	-	186	0.015	15.0	0.0	1	1	2.2e-05	0.035	13.7	0.0	7	45	144	182	139	185	0.86
TrmB	PF01978.19	68	EHFDMAAI_00018	-	186	0.023	14.6	0.0	1	1	3.2e-05	0.053	13.4	0.0	21	42	158	179	152	182	0.86
Dynamitin	PF04912.14	388	EHFDMAAI_00018	-	186	0.048	13.0	1.3	1	1	3.3e-05	0.054000000000000006	12.8	0.8	202	288	7	91	5	118	0.89
GerE	PF00196.19	57	EHFDMAAI_00018	-	186	0.075	12.6	0.4	1	2	3.7	6100.0	-3.1	0.0	6	12	23	29	23	30	0.86
GerE	PF00196.19	57	EHFDMAAI_00018	-	186	0.075	12.6	0.4	2	2	0.0001	0.16	11.5	0.0	9	34	151	176	143	183	0.91
Metallophos	PF00149.28	204	EHFDMAAI_00020	-	412	1.3999999999999999e-12	48.5	0.7	1	1	5e-16	2.9999999999999997e-12	47.5	0.7	1	204	3	201	3	201	0.57
Metallophos_2	PF12850.7	165	EHFDMAAI_00020	-	412	7.299999999999999e-08	32.8	0.6	1	1	3.0999999999999996e-11	1.9e-07	31.5	0.6	4	158	6	230	3	237	0.57
NIF3	PF01784.18	245	EHFDMAAI_00020	-	412	0.0088	15.7	0.0	1	1	1.9e-06	0.011000000000000001	15.3	0.0	37	103	36	102	22	344	0.83
AAA_27	PF13514.6	207	EHFDMAAI_00021	-	1171	2.2999999999999996e-62	210.3	2.6	1	5	7.499999999999999e-66	2.2999999999999996e-62	210.3	2.6	1	207	1	205	1	205	0.99
AAA_27	PF13514.6	207	EHFDMAAI_00021	-	1171	2.2999999999999996e-62	210.3	2.6	2	5	1.1	3300.0	-2.6	0.7	157	187	207	236	206	250	0.61
AAA_27	PF13514.6	207	EHFDMAAI_00021	-	1171	2.2999999999999996e-62	210.3	2.6	3	5	1.7	5000.0	-3.1	1.0	151	190	423	461	396	468	0.62
AAA_27	PF13514.6	207	EHFDMAAI_00021	-	1171	2.2999999999999996e-62	210.3	2.6	4	5	6.0	18000.0	-5.4	3.1	139	176	494	531	487	562	0.52
AAA_27	PF13514.6	207	EHFDMAAI_00021	-	1171	2.2999999999999996e-62	210.3	2.6	5	5	0.99	2900.0	-2.4	4.3	140	196	701	756	696	764	0.63
SMC_N	PF02463.19	220	EHFDMAAI_00021	-	1171	1.3999999999999998e-10	41.0	0.1	1	2	0.0002	0.6	9.5	0.0	2	44	3	45	2	56	0.9
SMC_N	PF02463.19	220	EHFDMAAI_00021	-	1171	1.3999999999999998e-10	41.0	0.1	2	2	2.5e-10	7.4e-07	28.8	0.2	135	209	736	1160	162	1168	0.74
AAA_29	PF13555.6	61	EHFDMAAI_00021	-	1171	7.2e-09	35.3	0.0	1	1	5.4000000000000004e-12	1.6e-08	34.2	0.0	1	55	3	59	3	60	0.94
AAA_23	PF13476.6	200	EHFDMAAI_00021	-	1171	0.0015	19.0	29.9	1	4	5.1e-07	0.0015	19.0	29.9	1	195	5	351	5	355	0.59
AAA_23	PF13476.6	200	EHFDMAAI_00021	-	1171	0.0015	19.0	29.9	2	4	6.0	18000.0	-45.2	59.3	132	195	658	750	363	756	0.6
AAA_23	PF13476.6	200	EHFDMAAI_00021	-	1171	0.0015	19.0	29.9	3	4	1.1	3300.0	-1.6	13.8	115	182	783	873	762	890	0.49
AAA_23	PF13476.6	200	EHFDMAAI_00021	-	1171	0.0015	19.0	29.9	4	4	1.5	4600.0	-2.1	9.7	133	194	904	977	881	989	0.56
AAA_15	PF13175.6	369	EHFDMAAI_00021	-	1171	0.0022	17.8	0.1	1	4	7.2e-07	0.0022	17.8	0.1	1	50	1	53	1	294	0.71
AAA_15	PF13175.6	369	EHFDMAAI_00021	-	1171	0.0022	17.8	0.1	2	4	6.0	18000.0	-9.1	11.5	188	270	658	750	439	773	0.72
AAA_15	PF13175.6	369	EHFDMAAI_00021	-	1171	0.0022	17.8	0.1	3	4	6.0	18000.0	-5.4	3.9	234	256	839	873	725	932	0.55
AAA_15	PF13175.6	369	EHFDMAAI_00021	-	1171	0.0022	17.8	0.1	4	4	0.051	150.0	1.9	0.4	346	369	1132	1153	1130	1153	0.87
AAA_21	PF13304.6	303	EHFDMAAI_00021	-	1171	0.17	11.6	2.9	1	3	0.0005099999999999999	1.5	8.5	0.0	1	20	27	46	27	75	0.83
AAA_21	PF13304.6	303	EHFDMAAI_00021	-	1171	0.17	11.6	2.9	2	3	0.56	1700.0	-1.5	0.1	127	202	286	365	231	395	0.65
AAA_21	PF13304.6	303	EHFDMAAI_00021	-	1171	0.17	11.6	2.9	3	3	0.077	230.0	1.4	0.1	228	300	1074	1151	1010	1154	0.64
Trimer_CC	PF08954.11	52	EHFDMAAI_00022	-	352	0.07400000000000001	12.6	5.1	1	2	0.011000000000000001	50.0	3.6	0.6	25	45	78	99	66	102	0.81
Trimer_CC	PF08954.11	52	EHFDMAAI_00022	-	352	0.07400000000000001	12.6	5.1	2	2	0.00011999999999999999	0.52	9.9	0.3	17	37	208	228	195	230	0.79
Myc_N	PF01056.18	338	EHFDMAAI_00022	-	352	0.11	12.4	0.2	1	1	3.4e-05	0.15	11.9	0.2	94	185	137	248	102	318	0.65
MutS_III	PF05192.18	191	EHFDMAAI_00022	-	352	0.28	11.4	1.0	1	1	0.00011999999999999999	0.53	10.5	1.0	46	170	65	229	64	262	0.56
CLZ	PF16526.5	71	EHFDMAAI_00022	-	352	2.5	8.5	6.5	1	3	2.8	13000.0	-3.4	0.1	50	61	32	43	23	54	0.57
CLZ	PF16526.5	71	EHFDMAAI_00022	-	352	2.5	8.5	6.5	2	3	0.0083	37.0	4.8	0.3	34	68	68	102	65	105	0.81
CLZ	PF16526.5	71	EHFDMAAI_00022	-	352	2.5	8.5	6.5	3	3	0.0029	13.0	6.2	0.1	15	50	195	229	192	238	0.86
T2SSG	PF08334.11	108	EHFDMAAI_00023	-	141	1.1999999999999998e-27	96.1	0.1	1	1	8.199999999999998e-32	1.5e-27	95.8	0.1	9	108	43	141	36	141	0.96
PAS_4	PF08448.10	110	EHFDMAAI_00024	-	1287	6.500000000000001e-38	129.4	0.9	1	5	3.4999999999999997e-13	4.900000000000001e-10	39.6	0.0	4	109	293	403	290	404	0.79
PAS_4	PF08448.10	110	EHFDMAAI_00024	-	1287	6.500000000000001e-38	129.4	0.9	2	5	1e-06	0.0014	18.9	0.0	2	109	421	526	420	527	0.89
PAS_4	PF08448.10	110	EHFDMAAI_00024	-	1287	6.500000000000001e-38	129.4	0.9	3	5	4.4e-05	0.061	13.6	0.0	47	110	591	656	576	656	0.9
PAS_4	PF08448.10	110	EHFDMAAI_00024	-	1287	6.500000000000001e-38	129.4	0.9	4	5	8.5e-16	1.2e-12	48.1	0.0	3	109	674	782	672	783	0.95
PAS_4	PF08448.10	110	EHFDMAAI_00024	-	1287	6.500000000000001e-38	129.4	0.9	5	5	0.12	170.0	2.5	0.0	13	105	812	903	799	908	0.52
HATPase_c	PF02518.26	112	EHFDMAAI_00024	-	1287	5.799999999999999e-31	107.3	0.2	1	1	9.3e-34	1.3e-30	106.2	0.2	1	109	1031	1139	1031	1142	0.97
DUF3365	PF11845.8	157	EHFDMAAI_00024	-	1287	5.8999999999999994e-31	107.9	0.3	1	3	7.7e-33	1.1e-29	103.8	0.0	2	157	32	210	31	210	0.85
DUF3365	PF11845.8	157	EHFDMAAI_00024	-	1287	5.8999999999999994e-31	107.9	0.3	2	3	1.5	2000.0	-1.0	0.1	4	41	234	274	231	318	0.61
DUF3365	PF11845.8	157	EHFDMAAI_00024	-	1287	5.8999999999999994e-31	107.9	0.3	3	3	1.2	1600.0	-0.8	0.1	15	48	907	940	899	1009	0.77
PAS	PF00989.25	113	EHFDMAAI_00024	-	1287	4.3e-28	97.6	0.3	1	6	0.013999999999999999	19.0	5.3	0.0	2	31	285	314	284	316	0.94
PAS	PF00989.25	113	EHFDMAAI_00024	-	1287	4.3e-28	97.6	0.3	2	6	0.0059	8.1	6.5	0.0	81	107	361	393	336	399	0.72
PAS	PF00989.25	113	EHFDMAAI_00024	-	1287	4.3e-28	97.6	0.3	3	6	1.3e-07	0.00018999999999999998	21.4	0.0	5	112	418	521	414	522	0.9
PAS	PF00989.25	113	EHFDMAAI_00024	-	1287	4.3e-28	97.6	0.3	4	6	7.4e-07	0.001	19.0	0.0	13	113	549	651	530	651	0.92
PAS	PF00989.25	113	EHFDMAAI_00024	-	1287	4.3e-28	97.6	0.3	5	6	1.8e-08	2.5e-05	24.3	0.0	5	113	670	778	667	778	0.85
PAS	PF00989.25	113	EHFDMAAI_00024	-	1287	4.3e-28	97.6	0.3	6	6	0.00011	0.15	12.1	0.0	2	41	794	834	793	846	0.92
Response_reg	PF00072.24	112	EHFDMAAI_00024	-	1287	1.0999999999999999e-25	90.0	0.3	1	1	1.8000000000000002e-28	2.5000000000000003e-25	88.8	0.3	1	111	1166	1280	1166	1281	0.94
PAS_9	PF13426.7	104	EHFDMAAI_00024	-	1287	3.1000000000000002e-21	75.6	0.0	1	5	1.8e-07	0.00025	21.3	0.0	8	104	301	401	294	401	0.74
PAS_9	PF13426.7	104	EHFDMAAI_00024	-	1287	3.1000000000000002e-21	75.6	0.0	2	5	9.2e-07	0.0013	19.0	0.0	4	103	427	523	424	524	0.83
PAS_9	PF13426.7	104	EHFDMAAI_00024	-	1287	3.1000000000000002e-21	75.6	0.0	3	5	0.0023	3.1	8.1	0.0	10	104	557	653	548	653	0.72
PAS_9	PF13426.7	104	EHFDMAAI_00024	-	1287	3.1000000000000002e-21	75.6	0.0	4	5	3.6e-05	0.05	13.9	0.0	15	104	690	780	677	780	0.84
PAS_9	PF13426.7	104	EHFDMAAI_00024	-	1287	3.1000000000000002e-21	75.6	0.0	5	5	0.018000000000000002	24.0	5.2	0.0	8	30	811	833	803	905	0.64
HisKA	PF00512.25	67	EHFDMAAI_00024	-	1287	7.2e-17	61.2	2.6	1	2	7.4	10000.0	-3.4	0.3	30	43	258	281	250	293	0.52
HisKA	PF00512.25	67	EHFDMAAI_00024	-	1287	7.2e-17	61.2	2.6	2	2	6.2e-20	8.6e-17	60.9	0.1	1	67	919	984	919	984	0.96
PAS_3	PF08447.12	89	EHFDMAAI_00024	-	1287	5.7e-15	55.4	0.1	1	5	0.0014	1.9	8.8	0.0	45	85	352	392	344	394	0.83
PAS_3	PF08447.12	89	EHFDMAAI_00024	-	1287	5.7e-15	55.4	0.1	2	5	0.001	1.4	9.3	0.0	2	52	437	485	436	510	0.87
PAS_3	PF08447.12	89	EHFDMAAI_00024	-	1287	5.7e-15	55.4	0.1	3	5	1.3e-07	0.00018	21.8	0.0	2	82	560	641	559	648	0.93
PAS_3	PF08447.12	89	EHFDMAAI_00024	-	1287	5.7e-15	55.4	0.1	4	5	0.0016	2.3	8.6	0.0	4	88	691	774	688	775	0.84
PAS_3	PF08447.12	89	EHFDMAAI_00024	-	1287	5.7e-15	55.4	0.1	5	5	6.4	8800.0	-2.9	0.0	40	64	943	966	940	968	0.79
PAS_8	PF13188.7	67	EHFDMAAI_00024	-	1287	3.3e-10	39.8	0.0	1	6	0.75	1000.0	-0.1	0.0	21	30	100	115	67	117	0.63
PAS_8	PF13188.7	67	EHFDMAAI_00024	-	1287	3.3e-10	39.8	0.0	2	6	0.00031	0.42	10.7	0.1	3	31	286	314	284	316	0.87
PAS_8	PF13188.7	67	EHFDMAAI_00024	-	1287	3.3e-10	39.8	0.0	3	6	0.63	870.0	0.1	0.0	5	28	418	441	412	476	0.8
PAS_8	PF13188.7	67	EHFDMAAI_00024	-	1287	3.3e-10	39.8	0.0	4	6	6.8	9400.0	-3.2	0.0	24	35	560	571	552	586	0.84
PAS_8	PF13188.7	67	EHFDMAAI_00024	-	1287	3.3e-10	39.8	0.0	5	6	0.00018	0.25	11.4	0.0	4	46	669	708	666	730	0.73
PAS_8	PF13188.7	67	EHFDMAAI_00024	-	1287	3.3e-10	39.8	0.0	6	6	0.0017	2.3	8.4	0.0	1	35	793	828	793	850	0.82
HATPase_c_3	PF13589.6	137	EHFDMAAI_00024	-	1287	0.0034	17.2	0.0	1	1	5.2e-06	0.0072	16.2	0.0	4	80	1037	1111	1034	1163	0.74
UPA_2	PF17809.1	131	EHFDMAAI_00024	-	1287	0.0064	16.3	0.1	1	2	2.1e-05	0.028999999999999998	14.2	0.1	35	121	873	958	864	963	0.87
UPA_2	PF17809.1	131	EHFDMAAI_00024	-	1287	0.0064	16.3	0.1	2	2	2.7	3700.0	-2.3	0.0	56	92	1037	1071	1008	1074	0.63
PAS_10	PF13596.6	106	EHFDMAAI_00024	-	1287	0.0084	16.7	0.0	1	2	0.3	410.0	1.6	0.0	61	106	355	400	347	400	0.75
PAS_10	PF13596.6	106	EHFDMAAI_00024	-	1287	0.0084	16.7	0.0	2	2	0.00022999999999999998	0.32	11.6	0.1	2	106	669	779	668	779	0.85
FtsL	PF04999.13	97	EHFDMAAI_00024	-	1287	0.34	10.9	2.4	1	1	0.00066	0.91	9.6	2.4	10	78	222	294	212	302	0.78
NUDIX_4	PF14815.6	110	EHFDMAAI_00025	-	359	1.4000000000000002e-23	83.0	0.2	1	1	1.1e-26	3.2000000000000003e-23	81.8	0.2	2	109	240	355	239	356	0.68
HhH-GPD	PF00730.25	108	EHFDMAAI_00025	-	359	3.1e-16	59.8	0.0	1	1	1.9e-19	5.7e-16	58.9	0.0	1	91	40	158	40	174	0.95
HHH	PF00633.23	30	EHFDMAAI_00025	-	359	1.4000000000000001e-05	24.7	0.1	1	1	1.1000000000000001e-08	3.2e-05	23.6	0.1	2	30	105	133	104	133	0.91
HHH_5	PF14520.6	57	EHFDMAAI_00025	-	359	0.047	14.3	0.1	1	3	5.2	15000.0	-3.4	0.0	12	21	10	19	6	21	0.79
HHH_5	PF14520.6	57	EHFDMAAI_00025	-	359	0.047	14.3	0.1	2	3	0.19	560.0	1.2	0.0	23	45	64	87	58	104	0.78
HHH_5	PF14520.6	57	EHFDMAAI_00025	-	359	0.047	14.3	0.1	3	3	0.00043	1.3	9.7	0.1	4	22	116	134	111	153	0.75
Opy2	PF09463.10	35	EHFDMAAI_00025	-	359	0.052000000000000005	13.9	3.7	1	1	2.8999999999999997e-05	0.08800000000000001	13.1	3.7	4	25	197	218	195	219	0.91
EndIII_4Fe-2S	PF10576.9	17	EHFDMAAI_00025	-	359	0.39	11.1	5.5	1	1	0.00022	0.65	10.4	5.5	1	17	197	213	197	213	0.95
Hpre_diP_synt_I	PF07456.11	147	EHFDMAAI_00026	-	174	5.8e-32	110.7	18.5	1	1	3.8e-36	6.8e-32	110.5	18.5	2	144	17	158	16	161	0.96
NusG_II	PF07009.11	107	EHFDMAAI_00027	-	131	1.9e-15	57.0	0.0	1	1	4e-19	2.4e-15	56.7	0.0	2	103	18	116	17	118	0.86
CcmE	PF03100.15	128	EHFDMAAI_00027	-	131	0.049	13.6	0.0	1	1	1.1e-05	0.066	13.2	0.0	6	71	16	82	12	87	0.87
TMEM18	PF14770.6	118	EHFDMAAI_00027	-	131	0.062	13.3	0.3	1	1	1.4999999999999999e-05	0.08900000000000001	12.8	0.3	3	32	8	37	6	52	0.83
ApbE	PF02424.15	258	EHFDMAAI_00028	-	341	7.2e-74	248.6	0.0	1	1	4.599999999999999e-78	8.3e-74	248.4	0.0	1	257	36	318	36	319	0.88
Methyltrans_RNA	PF04452.14	226	EHFDMAAI_00029	-	250	1.2999999999999998e-63	214.4	2.6	1	1	8.099999999999999e-68	1.3999999999999999e-63	214.2	2.6	1	225	18	243	18	244	0.97
DUF98	PF01947.16	149	EHFDMAAI_00030	-	188	3.1e-13	49.9	0.0	1	1	4.3e-17	3.9e-13	49.6	0.0	4	143	35	180	32	184	0.92
Chor_lyase	PF04345.13	168	EHFDMAAI_00030	-	188	1.8e-07	30.9	0.1	1	1	2.7e-11	2.5e-07	30.5	0.1	14	157	24	178	10	184	0.8
UbiA	PF01040.18	252	EHFDMAAI_00031	-	293	1.4000000000000001e-55	188.3	28.8	1	1	9.699999999999999e-60	1.6999999999999995e-55	188.0	28.8	1	249	34	277	34	288	0.89
Response_reg	PF00072.24	112	EHFDMAAI_00033	-	314	6.4000000000000005e-28	97.2	0.0	1	1	2.6999999999999997e-31	1.1999999999999998e-27	96.3	0.0	1	111	6	119	6	120	0.97
HATPase_c_2	PF13581.6	125	EHFDMAAI_00033	-	314	9.8e-13	48.2	0.0	1	1	3.7e-16	1.6999999999999998e-12	47.4	0.0	29	123	180	300	133	302	0.79
HATPase_c	PF02518.26	112	EHFDMAAI_00033	-	314	0.081	13.4	0.0	1	1	4.8e-05	0.21	12.1	0.0	4	52	181	260	179	308	0.58
EPO_TPO	PF00758.18	159	EHFDMAAI_00033	-	314	0.13	12.2	0.1	1	1	5.3e-05	0.24	11.4	0.1	50	91	136	177	133	192	0.85
